,catagory_name,sub_catagory_name,sum_bill_no
34997,UG,PANTY,dummy/255/22
34998,UG,UG,dummy/258/97
34999,UG,BRA,dummy/258/111
35000,UG,BRA,dummy/248/5
35001,UG,PANTY,dummy/256/251
35002,UG,SOCK,dummy/257/36
35003,UG,UG,dummy/251/208
35004,UG,SOCK,dummy/237/48
35005,UG,SOCK,dummy/239/96
35006,UG,UG,dummy/201/115
35007,UG,UG,dummy/205/193
35008,UG,SOCK,dummy/208/913
35009,UG,BLOOMERS,dummy/198/54
35010,UG,T-SHIRT,dummy/205/233
35011,UG,SOCK,dummy/208/641
35012,UG,UG,dummy/199/140
35013,UG,UG,dummy/199/140
35014,UG,UG,dummy/202/318
35015,UG,BLOOMERS,dummy/201/255
35016,UG,HANKEY,dummy/206/222
35017,UG,UG,dummy/206/29
35018,UG,T-SHIRT,dummy/196/432
35019,UG,UG,dummy/202/191
35020,UG,UG,dummy/203/503
35021,UG,UG,dummy/187/254
35022,UG,SLEX,dummy/188/24
35023,UG,SOCK,dummy/189/327
35024,UG,UG,dummy/198/31
35025,UG,UG,dummy/202/336
35026,UG,T-SHIRT,dummy/203/315
35027,UG,SOCK,dummy/207/601
35028,UG,BLOOMERS,dummy/192/162
35029,UG,UG,dummy/192/162
35030,UG,T-SHIRT,dummy/205/285
35031,UG,BLOOMERS,dummy/189/169
35032,UG,UG,dummy/203/124
35033,UG,UG,dummy/202/28
35034,UG,UG,dummy/201/91
35035,UG,BLOOMERS,dummy/201/91
35036,UG,T-SHIRT,dummy/202/29
35037,UG,BLOOMERS,dummy/202/22
35038,UG,UG,dummy/203/169
35039,UG,UG,dummy/192/225
35040,UG,SOCK,dummy/198/124
35041,UG,UG,dummy/180/34
35042,UG,UG,dummy/180/44
35043,UG,UG,dummy/172/113
35044,UG,UG,dummy/187/250
35045,UG,UG,dummy/181/23
35046,UG,UG,dummy/177/138
35047,UG,UG,dummy/175/170
35048,UG,UG,dummy/177/43
35049,UG,SOCK,dummy/251/453
35050,UG,UG,dummy/258/286
35051,UG,SLEX,dummy/258/286
35052,UG,UG,dummy/258/286
35053,UG,BLOOMERS,dummy/201/113
35054,UG,BLOOMERS,dummy/205/414
35055,UG,UG,dummy/208/47
35056,UG,SLEX,dummy/196/466
35057,UG,BLOOMERS,dummy/197/193
35058,UG,UG,dummy/201/292
35059,UG,BLOOMERS,dummy/202/73
35060,UG,BLOOMERS,dummy/202/375
35061,UG,UG,dummy/205/414
35062,UG,UG,dummy/204/11
35063,UG,BLOOMERS,dummy/208/134
35064,UG,UG,dummy/204/512
35065,UG,BLOOMERS,dummy/201/112
35066,UG,UG,dummy/204/522
35067,UG,BLOOMERS,dummy/205/230
35068,UG,UG,dummy/194/14
35069,UG,UG,dummy/204/315
35070,UG,UG,dummy/188/56
35071,UG,T-SHIRT,dummy/202/67
35072,UG,T-SHIRT,dummy/205/405
35073,UG,T-SHIRT,dummy/203/106
35074,UG,UG,dummy/189/231
35075,UG,BLOOMERS,dummy/204/71
35076,UG,UG,dummy/188/126
35077,UG,T-SHIRT,dummy/202/509
35078,UG,UG,dummy/198/184
35079,UG,BLOOMERS,dummy/202/28
35080,UG,UG,dummy/208/59
35081,UG,BLOOMERS,dummy/192/225
35082,UG,UG,dummy/183/170
35083,UG,HANKEY,dummy/182/86
35084,UG,UG,dummy/181/78
35085,UG,UG,dummy/181/187
35086,UG,UG,dummy/181/98
35087,UG,HANKEY,dummy/181/106
35088,UG,HANKEY,dummy/181/106
35089,UG,UG,dummy/187/94
35090,UG,UG,dummy/178/66
35091,UG,UG,dummy/183/74
35092,UG,BLOOMERS,dummy/183/241
35093,UG,UG,dummy/183/113
35094,UG,UG,dummy/172/1
35095,UG,BLOOMERS,dummy/185/112
35096,UG,SOCK,dummy/221/98
35097,UG,BRA,dummy/224/332
35098,UG,SOCK,dummy/236/219
35099,UG,UG,dummy/190/1
35100,UG,UG,dummy/204/219
35101,UG,BLOOMERS,dummy/197/193
35102,UG,HANKEY,dummy/187/134
35103,UG,BLOOMERS,dummy/198/48
35104,UG,UG,dummy/198/54
35105,UG,UG,dummy/208/84
35106,UG,BLOOMERS,dummy/207/216
35107,UG,UG,dummy/177/120
35108,UG,UG,dummy/176/19
35109,UG,UG,dummy/185/320
35110,UG,UG,dummy/255/134
35111,UG,UG,dummy/251/375
35112,UG,BLOOMERS,dummy/253/86
35113,UG,UG,dummy/223/108
35114,UG,UG,dummy/231/232
35115,UG,UG,dummy/209/931
35116,UG,UG,dummy/230/272
35117,UG,UG,dummy/236/159
35118,UG,SOCK,dummy/240/10
35119,UG,SOCK,dummy/244/124
35120,UG,UG,dummy/196/92
35121,UG,UG,dummy/206/76
35122,UG,UG,dummy/202/101
35123,UG,UG,dummy/188/11
35124,UG,UG,dummy/194/314
35125,UG,PANTY,dummy/194/273
35126,UG,PANTY,dummy/194/273
35127,UG,UG,dummy/202/336
35128,UG,UG,dummy/207/618
35129,UG,UG,dummy/188/88
35130,UG,UG,dummy/197/108
35131,UG,UG,dummy/202/457
35132,UG,PANTY,dummy/194/73
35133,UG,PANTY,dummy/208/872
35134,UG,UG,dummy/208/540
35135,UG,UG,dummy/190/20
35136,UG,UG,dummy/256/77
35137,UG,SOCK,dummy/258/201
35138,UG,UG,dummy/190/109
35139,UG,UG,dummy/177/120
35140,UG,UG,dummy/180/34
35141,UG,UG,dummy/180/161
35142,UG,UG,dummy/182/65
35143,UG,UG,dummy/185/281
35144,UG,UG,dummy/185/281
35145,UG,UG,dummy/187/63
35146,UG,UG,dummy/183/190
35147,UG,UG,dummy/175/209
35148,UG,UG,dummy/177/142
35149,UG,UG,dummy/183/101
35150,UG,UG,dummy/183/195
35151,UG,UG,dummy/179/135
35152,UG,PANTY,dummy/184/146
35153,UG,UG,dummy/172/1
35154,UG,PANTY,dummy/172/12
35155,UG,UG,dummy/206/34
35156,UG,T-SHIRT,dummy/208/432
35157,UG,UG,dummy/195/55
35158,UG,UG,dummy/196/103
35159,UG,UG,dummy/197/210
35160,UG,T-SHIRT,dummy/203/500
35161,UG,UG,dummy/198/31
35162,UG,SLEEPER,dummy/207/253
35163,UG,UG,dummy/190/232
35164,UG,UG,dummy/208/607
35165,UG,UG,dummy/208/891
35166,UG,UG,dummy/173/161
35167,UG,UG,dummy/172/128
35168,UG,HANKEY,dummy/197/65
35169,UG,HANKEY,dummy/204/23
35170,UG,UG,dummy/187/56
35171,UG,UG,dummy/194/274
35172,UG,BLOOMERS,dummy/197/111
35173,UG,SOCK,dummy/195/347
35174,UG,HANKEY,dummy/187/133
35175,UG,UG,dummy/205/579
35176,UG,HANKEY,dummy/201/5
35177,UG,UG,dummy/206/14
35178,UG,BLOOMERS,dummy/199/140
35179,UG,BLOOMERS,dummy/199/142
35180,UG,SOCK,dummy/202/89
35181,UG,UG,dummy/194/14
35182,UG,SOCK,dummy/196/97
35183,UG,UG,dummy/208/829
35184,UG,UG,dummy/189/57
35185,UG,UG,dummy/202/336
35186,UG,UG,dummy/200/161
35187,UG,BLOOMERS,dummy/207/253
35188,UG,HANKEY,dummy/200/184
35189,UG,HANKEY,dummy/201/31
35190,UG,HANKEY,dummy/188/15
35191,UG,SOCK,dummy/193/93
35192,UG,UG,dummy/200/69
35193,UG,SOCK,dummy/189/7
35194,UG,UG,dummy/202/28
35195,UG,HANKEY,dummy/207/645
35196,UG,UG,dummy/205/351
35197,UG,BLOOMERS,dummy/208/723
35198,UG,HANKEY,dummy/208/622
35199,UG,SOCK,dummy/187/204
35200,UG,BLOOMERS,dummy/186/160
35201,UG,UG,dummy/243/113
35202,UG,UG,dummy/243/214
35203,UG,SOCK,dummy/237/74
35204,UG,UG,dummy/195/265
35205,UG,UG,dummy/195/265
35206,UG,UG,dummy/198/14
35207,UG,UG,dummy/192/44
35208,UG,UG,dummy/203/129
35209,UG,UG,dummy/205/220
35210,UG,UG,dummy/206/264
35211,UG,UG,dummy/208/795
35212,UG,UG,dummy/187/163
35213,UG,UG,dummy/191/17
35214,UG,UG,dummy/197/245
35215,UG,UG,dummy/188/28
35216,UG,UG,dummy/208/487
35217,UG,UG,dummy/191/98
35218,UG,SLEX,dummy/195/297
35219,UG,UG,dummy/199/304
35220,UG,UG,dummy/192/16
35221,UG,UG,dummy/202/446
35222,UG,SOCK,dummy/188/126
35223,UG,UG,dummy/203/537
35224,UG,UG,dummy/207/85
35225,UG,UG,dummy/207/618
35226,UG,UG,dummy/189/353
35227,UG,UG,dummy/189/169
35228,UG,UG,dummy/193/145
35229,UG,UG,dummy/198/184
35230,UG,UG,dummy/199/22
35231,UG,UG,dummy/207/513
35232,UG,UG,dummy/208/393
35233,UG,UG,dummy/196/334
35234,UG,UG,dummy/208/656
35235,UG,UG,dummy/203/169
35236,UG,UG,dummy/204/342
35237,UG,UG,dummy/192/264
35238,UG,UG,dummy/194/244
35239,UG,UG,dummy/180/139
35240,UG,UG,dummy/180/171
35241,UG,UG,dummy/173/16
35242,UG,UG,dummy/181/80
35243,UG,UG,dummy/186/130
35244,UG,UG,dummy/172/43
35245,UG,UG,dummy/175/193
35246,UG,UG,dummy/174/187
35247,UG,UG,dummy/181/153
35248,UG,UG,dummy/181/153
35249,UG,UG,dummy/252/60
35250,UG,UG,dummy/252/459
35251,UG,UG,dummy/255/136
35252,UG,UG,dummy/252/9
35253,UG,UG,dummy/210/46
35254,UG,BRA,dummy/217/215
35255,UG,SOCK,dummy/232/8
35256,UG,SOCK,dummy/236/219
35257,UG,UG,dummy/212/200
35258,UG,HANKEY,dummy/219/1
35259,UG,SOCK,dummy/221/60
35260,UG,BRA,dummy/221/64
35261,UG,PANTY,dummy/224/332
35262,UG,UG,dummy/232/186
35263,UG,UG,dummy/235/26
35264,UG,UG,dummy/209/512
35265,UG,BRA,dummy/221/67
35266,UG,UG,dummy/224/245
35267,UG,BRA,dummy/224/246
35268,UG,BRA,dummy/224/246
35269,UG,UG,dummy/218/98
35270,UG,BRA,dummy/233/254
35271,UG,UG,dummy/234/36
35272,UG,BRA,dummy/238/375
35273,UG,UG,dummy/190/268
35274,UG,SOCK,dummy/206/7
35275,UG,UG,dummy/208/698
35276,UG,UG,dummy/193/192
35277,UG,UG,dummy/201/111
35278,UG,UG,dummy/201/111
35279,UG,UG,dummy/203/129
35280,UG,UG,dummy/204/464
35281,UG,UG,dummy/187/141
35282,UG,UG,dummy/196/92
35283,UG,UG,dummy/196/92
35284,UG,HANKEY,dummy/198/95
35285,UG,UG,dummy/198/295
35286,UG,UG,dummy/204/335
35287,UG,HANKEY,dummy/206/221
35288,UG,BERMUDA,dummy/190/60
35289,UG,UG,dummy/199/63
35290,UG,HANKEY,dummy/194/339
35291,UG,UG,dummy/205/169
35292,UG,UG,dummy/207/244
35293,UG,UG,dummy/188/99
35294,UG,UG,dummy/190/232
35295,UG,UG,dummy/190/232
35296,UG,UG,dummy/188/88
35297,UG,UG,dummy/198/184
35298,UG,UG,dummy/207/433
35299,UG,UG,dummy/195/175
35300,UG,UG,dummy/197/177
35301,UG,UG,dummy/197/108
35302,UG,SOCK,dummy/208/138
35303,UG,UG,dummy/194/30
35304,UG,UG,dummy/203/406
35305,UG,SOCK,dummy/208/446
35306,UG,UG,dummy/188/142
35307,UG,UG,dummy/177/55
35308,UG,UG,dummy/182/74
35309,UG,UG,dummy/183/170
35310,UG,UG,dummy/173/1
35311,UG,UG,dummy/180/203
35312,UG,UG,dummy/173/63
35313,UG,BERMUDA,dummy/177/91
35314,UG,UG,dummy/181/196
35315,UG,UG,dummy/187/259
35316,UG,UG,dummy/185/50
35317,UG,UG,dummy/181/34
35318,UG,UG,dummy/174/32
35319,UG,UG,dummy/181/7
35320,UG,UG,dummy/174/45
35321,UG,UG,dummy/177/35
35322,UG,UG,dummy/177/35
35323,UG,UG,dummy/178/106
35324,UG,UG,dummy/179/163
35325,UG,UG,dummy/185/37
35326,UG,UG,dummy/172/79
35327,UG,UG,dummy/175/266
35328,UG,UG,dummy/185/395
35329,UG,UG,dummy/204/219
35330,UG,UG,dummy/205/63
35331,UG,UG,dummy/208/47
35332,UG,UG,dummy/188/165
35333,UG,UG,dummy/206/481
35334,UG,UG,dummy/188/201
35335,UG,UG,dummy/205/576
35336,UG,UG,dummy/208/795
35337,UG,UG,dummy/195/280
35338,UG,UG,dummy/206/3
35339,UG,UG,dummy/208/128
35340,UG,UG,dummy/187/170
35341,UG,UG,dummy/194/234
35342,UG,UG,dummy/204/459
35343,UG,UG,dummy/204/335
35344,UG,UG,dummy/188/42
35345,UG,UG,dummy/202/191
35346,UG,UG,dummy/205/381
35347,UG,UG,dummy/207/313
35348,UG,UG,dummy/202/336
35349,UG,UG,dummy/204/134
35350,UG,UG,dummy/206/405
35351,UG,UG,dummy/207/313
35352,UG,UG,dummy/201/172
35353,UG,UG,dummy/204/135
35354,UG,UG,dummy/189/353
35355,UG,UG,dummy/189/7
35356,UG,UG,dummy/199/22
35357,UG,UG,dummy/202/28
35358,UG,UG,dummy/194/152
35359,UG,PANTY,dummy/200/204
35360,UG,PANTY,dummy/208/662
35361,UG,UG,dummy/185/281
35362,UG,HANKEY,dummy/179/166
35363,UG,UG,dummy/174/85
35364,UG,HANKEY,dummy/172/40
35365,UG,HANKEY,dummy/187/132
35366,UG,UG,dummy/174/31
35367,UG,HANKEY,dummy/179/113
35368,UG,UG,dummy/183/190
35369,UG,UG,dummy/183/109
35370,UG,HANKEY,dummy/205/282
35371,UG,HANKEY,dummy/189/107
35372,UG,UG,dummy/196/92
35373,UG,DRAWERS,dummy/206/294
35374,UG,UG,dummy/202/127
35375,UG,UG,dummy/197/240
35376,UG,SLEX,dummy/203/22
35377,UG,DRAWERS,dummy/208/881
35378,UG,UG,dummy/208/661
35379,UG,SOCK,dummy/193/197
35380,UG,UG,dummy/180/34
35381,UG,UG,dummy/180/68
35382,UG,UG,dummy/172/111
35383,UG,UG,dummy/173/55
35384,UG,UG,dummy/175/186
35385,UG,HANKEY,dummy/173/16
35386,UG,UG,dummy/179/42
35387,UG,UG,dummy/182/184
35388,UG,UG,dummy/186/73
35389,UG,UG,dummy/177/27
35390,UG,UG,dummy/187/241
35391,UG,UG,dummy/175/102
35392,UG,UG,dummy/189/98
35393,UG,UG,dummy/201/103
35394,UG,UG,dummy/208/47
35395,UG,UG,dummy/198/53
35396,UG,UG,dummy/199/132
35397,UG,UG,dummy/208/698
35398,UG,UG,dummy/192/44
35399,UG,UG,dummy/201/84
35400,UG,UG,dummy/201/3
35401,UG,UG,dummy/201/142
35402,UG,UG,dummy/204/472
35403,UG,UG,dummy/208/694
35404,UG,UG,dummy/202/318
35405,UG,UG,dummy/189/313
35406,UG,UG,dummy/203/299
35407,UG,UG,dummy/208/613
35408,UG,UG,dummy/201/321
35409,UG,UG,dummy/202/191
35410,UG,UG,dummy/199/63
35411,UG,UG,dummy/188/70
35412,UG,UG,dummy/201/190
35413,UG,UG,dummy/202/509
35414,UG,SOCK,dummy/192/282
35415,UG,UG,dummy/192/166
35416,UG,HANKEY,dummy/196/414
35417,UG,UG,dummy/188/128
35418,UG,UG,dummy/194/231
35419,UG,UG,dummy/198/215
35420,UG,UG,dummy/194/77
35421,UG,UG,dummy/197/21
35422,UG,UG,dummy/200/197
35423,UG,UG,dummy/189/87
35424,UG,HANKEY,dummy/182/86
35425,UG,UG,dummy/176/171
35426,UG,SOCK,dummy/180/203
35427,UG,HANKEY,dummy/180/101
35428,UG,UG,dummy/180/101
35429,UG,UG,dummy/187/26
35430,UG,UG,dummy/185/50
35431,UG,UG,dummy/256/156
35432,UG,SOCK,dummy/256/122
35433,UG,UG,dummy/242/184
35434,UG,UG,dummy/242/188
35435,UG,UG,dummy/242/185
35436,UG,SOCK,dummy/247/46
35437,UG,SLEX,dummy/242/129
35438,UG,SOCK,dummy/247/132
35439,UG,SOCK,dummy/244/29
35440,UG,UG,dummy/241/5
35441,UG,SOCK,dummy/245/351
35442,UG,UG,dummy/245/334
35443,UG,SOCK,dummy/244/117
35444,UG,SOCK,dummy/243/13
35445,UG,SOCK,dummy/243/46
35446,UG,SOCK,dummy/243/120
35447,UG,SOCK,dummy/245/250
35448,UG,SOCK,dummy/242/68
35449,UG,UG,dummy/240/58
35450,UG,UG,dummy/201/292
35451,UG,UG,dummy/188/160
35452,UG,SOCK,dummy/193/301
35453,UG,UG,dummy/205/448
35454,UG,SOCK,dummy/189/280
35455,UG,UG,dummy/190/1
35456,UG,UG,dummy/190/1
35457,UG,SOCK,dummy/201/218
35458,UG,UG,dummy/205/581
35459,UG,UG,dummy/205/91
35460,UG,UG,dummy/188/176
35461,UG,UG,dummy/202/40
35462,UG,UG,dummy/204/193
35463,UG,UG,dummy/205/572
35464,UG,UG,dummy/187/163
35465,UG,UG,dummy/195/280
35466,UG,UG,dummy/196/92
35467,UG,SOCK,dummy/198/58
35468,UG,UG,dummy/198/253
35469,UG,UG,dummy/189/120
35470,UG,UG,dummy/191/28
35471,UG,SOCK,dummy/195/282
35472,UG,SOCK,dummy/197/116
35473,UG,UG,dummy/198/295
35474,UG,UG,dummy/201/183
35475,UG,UG,dummy/208/75
35476,UG,UG,dummy/206/343
35477,UG,UG,dummy/189/207
35478,UG,UG,dummy/192/250
35479,UG,UG,dummy/200/232
35480,UG,UG,dummy/202/191
35481,UG,UG,dummy/202/191
35482,UG,UG,dummy/204/497
35483,UG,UG,dummy/187/254
35484,UG,SOCK,dummy/190/218
35485,UG,UG,dummy/193/40
35486,UG,UG,dummy/199/63
35487,UG,UG,dummy/200/278
35488,UG,UG,dummy/202/336
35489,UG,UG,dummy/204/362
35490,UG,UG,dummy/207/104
35491,UG,UG,dummy/195/301
35492,UG,UG,dummy/206/452
35493,UG,VEST,dummy/188/99
35494,UG,UG,dummy/190/228
35495,UG,UG,dummy/190/232
35496,UG,SOCK,dummy/207/628
35497,UG,SOCK,dummy/188/15
35498,UG,SOCK,dummy/193/93
35499,UG,UG,dummy/196/11
35500,UG,UG,dummy/200/103
35501,UG,UG,dummy/207/451
35502,UG,UG,dummy/207/536
35503,UG,UG,dummy/188/127
35504,UG,UG,dummy/189/174
35505,UG,UG,dummy/191/25
35506,UG,UG,dummy/194/231
35507,UG,UG,dummy/195/27
35508,UG,UG,dummy/198/91
35509,UG,UG,dummy/202/127
35510,UG,UG,dummy/190/243
35511,UG,SLEX,dummy/200/204
35512,UG,UG,dummy/204/277
35513,UG,UG,dummy/208/872
35514,UG,UG,dummy/208/59
35515,UG,UG,dummy/189/1
35516,UG,UG,dummy/189/1
35517,UG,UG,dummy/194/190
35518,UG,UG,dummy/173/161
35519,UG,UG,dummy/180/207
35520,UG,SLEX,dummy/182/168
35521,UG,UG,dummy/183/170
35522,UG,UG,dummy/173/1
35523,UG,UG,dummy/173/7
35524,UG,UG,dummy/175/186
35525,UG,SOCK,dummy/176/86
35526,UG,SOCK,dummy/181/64
35527,UG,SOCK,dummy/173/12
35528,UG,UG,dummy/180/229
35529,UG,UG,dummy/186/129
35530,UG,UG,dummy/186/129
35531,UG,UG,dummy/181/107
35532,UG,UG,dummy/187/260
35533,UG,UG,dummy/179/83
35534,UG,UG,dummy/181/12
35535,UG,UG,dummy/178/68
35536,UG,SOCK,dummy/185/360
35537,UG,UG,dummy/179/113
35538,UG,UG,dummy/183/46
35539,UG,UG,dummy/183/74
35540,UG,UG,dummy/175/170
35541,UG,UG,dummy/183/54
35542,UG,UG,dummy/183/220
35543,UG,UG,dummy/183/225
35544,UG,UG,dummy/177/23
35545,UG,UG,dummy/183/135
35546,UG,UG,dummy/184/146
35547,UG,UG,dummy/184/54
35548,UG,UG,dummy/172/12
35549,UG,UG,dummy/177/81
35550,UG,UG,dummy/179/178
35551,UG,UG,dummy/174/143
35552,UG,SOCK,dummy/179/189
35553,UG,UG,dummy/173/122
35554,UG,UG,dummy/176/37
35555,UG,SOCK,dummy/250/289
35556,UG,SOCK,dummy/249/43
35557,UG,UG,dummy/249/69
35558,UG,SOCK,dummy/250/308
35559,UG,UG,dummy/204/497
35560,UG,UG,dummy/206/452
35561,UG,SOCK,dummy/192/36
35562,UG,UG,dummy/196/258
35563,UG,UG,dummy/207/180
35564,UG,UG,dummy/198/179
35565,UG,T-SHIRT,dummy/202/28
35566,UG,UG,dummy/172/128
35567,UG,UG,dummy/180/238
35568,UG,UG,dummy/181/80
35569,UG,UG,dummy/174/96
35570,UG,UG,dummy/180/148
35571,UG,UG,dummy/179/83
35572,UG,UG,dummy/181/34
35573,UG,UG,dummy/183/175
35574,UG,UG,dummy/177/25
35575,UG,UG,dummy/183/195
35576,UG,UG,dummy/175/16
35577,UG,UG,dummy/183/127
35578,UG,UG,dummy/176/84
35579,UG,UG,dummy/184/57
35580,UG,UG,dummy/184/109
35581,UG,UG,dummy/184/122
35582,UG,UG,dummy/177/70
35583,UG,UG,dummy/184/34
35584,UG,UG,dummy/175/266
35585,UG,UG,dummy/186/67
35586,UG,UG,dummy/244/135
35587,UG,UG,dummy/245/8
35588,UG,UG,dummy/243/46
35589,UG,UG,dummy/190/268
35590,UG,UG,dummy/206/49
35591,UG,UG,dummy/190/46
35592,UG,VEST,dummy/190/5
35593,UG,UG,dummy/201/111
35594,UG,UG,dummy/206/63
35595,UG,UG,dummy/192/60
35596,UG,UG,dummy/197/213
35597,UG,UG,dummy/197/213
35598,UG,UG,dummy/206/252
35599,UG,UG,dummy/198/42
35600,UG,NEW LEAF,dummy/208/613
35601,UG,BLOOMERS,dummy/188/247
35602,UG,UG,dummy/189/47
35603,UG,BLOOMERS,dummy/194/16
35604,UG,UG,dummy/196/188
35605,UG,UG,dummy/203/503
35606,UG,UG,dummy/188/42
35607,UG,UG,dummy/192/250
35608,UG,UG,dummy/192/265
35609,UG,UG,dummy/189/226
35610,UG,BLOOMERS,dummy/204/554
35611,UG,UG,dummy/190/232
35612,UG,UG,dummy/202/509
35613,UG,UG,dummy/207/1
35614,UG,UG,dummy/207/515
35615,UG,BLOOMERS,dummy/203/231
35616,UG,UG,dummy/204/134
35617,UG,UG,dummy/204/135
35618,UG,UG,dummy/207/86
35619,UG,SLEEPER,dummy/193/145
35620,UG,BLOOMERS,dummy/200/71
35621,UG,UG,dummy/203/124
35622,UG,UG,dummy/204/96
35623,UG,UG,dummy/204/177
35624,UG,UG,dummy/207/582
35625,UG,SLEEPER,dummy/190/97
35626,UG,UG,dummy/202/127
35627,UG,UG,dummy/197/21
35628,UG,UG,dummy/201/236
35629,UG,UG,dummy/188/136
35630,UG,UG,dummy/192/264
35631,UG,UG,dummy/194/245
35632,UG,UG,dummy/180/215
35633,UG,UG,dummy/181/187
35634,UG,VEST,dummy/174/85
35635,UG,NEW LEAF,dummy/174/187
35636,UG,UG,dummy/175/260
35637,UG,UG,dummy/181/12
35638,UG,UG,dummy/187/94
35639,UG,UG,dummy/185/350
35640,UG,NEW LEAF,dummy/185/14
35641,UG,UG,dummy/185/69
35642,UG,UG,dummy/177/138
35643,UG,UG,dummy/177/138
35644,UG,UG,dummy/175/168
35645,UG,UG,dummy/181/163
35646,UG,UG,dummy/183/44
35647,UG,UG,dummy/183/220
35648,UG,UG,dummy/184/105
35649,UG,UG,dummy/184/1
35650,UG,UG,dummy/255/9
35651,UG,SOCK,dummy/190/181
35652,UG,UG,dummy/204/219
35653,UG,UG,dummy/189/287
35654,UG,UG,dummy/203/423
35655,UG,UG,dummy/205/242
35656,UG,UG,dummy/196/473
35657,UG,UG,dummy/205/114
35658,UG,UG,dummy/206/382
35659,UG,UG,dummy/208/75
35660,UG,UG,dummy/196/188
35661,UG,UG,dummy/196/527
35662,UG,UG,dummy/196/535
35663,UG,UG,dummy/197/210
35664,UG,UG,dummy/208/588
35665,UG,UG,dummy/189/226
35666,UG,UG,dummy/201/280
35667,UG,UG,dummy/206/452
35668,UG,UG,dummy/207/118
35669,UG,UG,dummy/198/216
35670,UG,UG,dummy/199/60
35671,UG,UG,dummy/203/386
35672,UG,UG,dummy/205/169
35673,UG,UG,dummy/195/221
35674,UG,UG,dummy/207/86
35675,UG,UG,dummy/207/489
35676,UG,UG,dummy/194/117
35677,UG,UG,dummy/200/189
35678,UG,UG,dummy/202/127
35679,UG,UG,dummy/204/196
35680,UG,UG,dummy/192/145
35681,UG,UG,dummy/192/203
35682,UG,UG,dummy/208/607
35683,UG,UG,dummy/189/267
35684,UG,UG,dummy/194/78
35685,UG,UG,dummy/194/244
35686,UG,UG,dummy/176/164
35687,UG,UG,dummy/180/1
35688,UG,UG,dummy/180/156
35689,UG,UG,dummy/180/39
35690,UG,UG,dummy/187/124
35691,UG,UG,dummy/185/12
35692,UG,UG,dummy/185/378
35693,UG,UG,dummy/181/140
35694,UG,UG,dummy/181/148
35695,UG,UG,dummy/181/153
35696,UG,UG,dummy/174/32
35697,UG,UG,dummy/179/136
35698,UG,UG,dummy/183/54
35699,UG,UG,dummy/183/228
35700,UG,UG,dummy/184/165
35701,UG,UG,dummy/179/164
35702,UG,UG,dummy/185/279
35703,UG,UG,dummy/185/308
35704,UG,UG,dummy/173/131
35705,UG,TARMACOAT,dummy/172/100
35706,UG,UG,dummy/176/46
35707,UG,UG,dummy/179/73
35708,UG,HANKEY,dummy/197/65
35709,UG,UG,dummy/188/165
35710,UG,UG,dummy/195/116
35711,UG,UG,dummy/203/423
35712,UG,HANKEY,dummy/187/133
35713,UG,UG,dummy/205/193
35714,UG,HANKEY,dummy/190/130
35715,UG,UG,dummy/192/46
35716,UG,UG,dummy/195/202
35717,UG,UG,dummy/189/25
35718,UG,HANKEY,dummy/206/348
35719,UG,UG,dummy/207/526
35720,UG,UG,dummy/208/10
35721,UG,UG,dummy/200/189
35722,UG,UG,dummy/204/167
35723,UG,T-SHIRT,dummy/199/16
35724,UG,UG,dummy/175/53
35725,UG,UG,dummy/179/37
35726,UG,UG,dummy/180/66
35727,UG,UG,dummy/181/80
35728,UG,UG,dummy/181/183
35729,UG,VEST,dummy/174/85
35730,UG,UG,dummy/178/5
35731,UG,UG,dummy/180/147
35732,UG,UG,dummy/183/175
35733,UG,UG,dummy/179/134
35734,UG,UG,dummy/179/136
35735,UG,UG,dummy/205/549
35736,UG,SOCK,dummy/196/448
35737,UG,SOCK,dummy/199/205
35738,UG,UG,dummy/206/347
35739,UG,UG,dummy/205/353
35740,UG,UG,dummy/195/202
35741,UG,UG,dummy/207/247
35742,UG,UG,dummy/200/57
35743,UG,UG,dummy/207/428
35744,UG,UG,dummy/207/428
35745,UG,SOCK,dummy/189/7
35746,UG,SOCK,dummy/190/232
35747,UG,UG,dummy/203/273
35748,UG,DURBY,dummy/197/4
35749,UG,UG,dummy/204/360
35750,UG,UG,dummy/208/891
35751,UG,UG,dummy/208/891
35752,UG,UG,dummy/181/69
35753,UG,UG,dummy/173/16
35754,UG,SOCK,dummy/174/118
35755,UG,SHORTS,dummy/178/51
35756,UG,SOCK,dummy/182/104
35757,UG,UG,dummy/183/222
35758,UG,UG,dummy/178/106
35759,UG,SOCK,dummy/183/225
35760,UG,SOCK,dummy/175/41
35761,UG,SOCK,dummy/172/68
35762,UG,UG,dummy/172/78
35763,UG,SOCK,dummy/175/266
35764,UG,DURBY,dummy/179/188
35765,UG,SOCK,dummy/185/159
35766,UG,SLEX,dummy/175/264
35767,UG,SOCK,dummy/172/3
35768,UG,SOCK,dummy/232/8
35769,UG,UG,dummy/238/249
35770,UG,UG,dummy/209/596
35771,UG,SOCK,dummy/214/1
35772,UG,SOCK,dummy/214/8
35773,UG,SOCK,dummy/225/64
35774,UG,SOCK,dummy/241/92
35775,UG,SOCK,dummy/217/293
35776,UG,UG,dummy/219/185
35777,UG,UG,dummy/226/67
35778,UG,UG,dummy/208/323
35779,UG,SOCK,dummy/223/115
35780,UG,SOCK,dummy/228/145
35781,UG,SOCK,dummy/233/216
35782,UG,SOCK,dummy/235/74
